68,109,0,0,0,0,0
37,79,0,0,0,0,0
26,83,0,0,0,0,0
57,66,0,0,1,1,0
64,80,1,0,0,0,0
27,83,0,0,0,0,0
20,32,0,0,0,0,0
31,121,0,0,0,0,0
32,60,0,0,0,0,0
52,87,0,0,0,0,0
21,59,0,0,0,0,0
3,15,0,0,0,0,0
78,101,0,0,1,0,1
25,116,0,0,0,0,0
29,116,0,0,0,0,0
88,96,1,1,1,0,0
57,73,0,0,0,0,0
44,63,0,0,0,0,0
46,99,0,0,0,1,0
68,99,0,1,0,0,0
37,62,0,0,0,0,0
74,76,1,1,1,1,1
41,57,1,0,1,0,0
73,109,0,0,0,0,0
15,102,0,0,1,0,1
21,118,0,0,0,0,0
80,90,0,0,0,0,0
69,104,0,0,1,1,0
29,40,0,0,0,0,0
35,91,0,0,0,0,0
7,122,1,1,1,1,1
33,98,0,0,0,0,0
77,112,0,0,0,0,0
36,87,0,0,0,0,0
59,97,0,0,0,0,0
2,32,0,0,0,0,0
51,83,0,0,0,0,0
51,73,1,1,1,1,1
31,59,0,0,0,0,0
31,60,1,1,1,0,1
36,52,1,0,1,1,0
49,68,0,0,0,0,0
19,85,0,0,0,1,0
2,52,0,0,0,0,0
45,73,0,0,1,0,1
63,107,1,1,1,1,1
31,109,0,0,0,0,0
17,104,0,0,0,0,0
24,77,0,0,0,0,0
73,99,0,0,0,0,0
15,94,0,0,0,0,0
5,100,0,0,0,0,0
5,82,0,0,0,0,0
69,90,0,1,0,0,1
62,67,0,0,0,0,0
36,68,0,0,1,1,0
76,91,0,0,0,0,0
25,63,0,0,0,0,0
8,116,0,0,0,0,0
15,55,0,0,0,0,0
24,49,0,0,0,0,0
32,91,0,0,0,0,0
40,98,0,0,0,0,0
118,122,0,0,0,0,0
74,101,0,0,0,0,0
77,120,0,0,0,0,0
61,118,0,0,0,0,0
26,79,0,0,0,0,0
12,85,0,0,0,0,0
96,104,0,0,0,0,0
33,53,0,0,0,0,0
5,96,0,0,0,0,0
7,116,0,0,1,1
14,32,1,0,0,0,0
64,103,0,0,0,0,0
84,87,0,0,0,0,0
3,60,0,1,0,0,0
3,46,1,0,1,1,1
78,99,1,1,1,1,0
29,56,0,0,0,0,0
32,101,0,0,0,0,0
57,107,0,0,0,0,0
79,122,0,0,0,0,1
98,102,0,0,0,0,0
21,80,0,0,1,0,0
12,59,1,1,1,1,1
41,91,0,0,0,0,0
6,40,1,1,1,1,1
80,84,0,0,0,0,0
59,65,0,0,0,0,0
19,120,0,0,0,0,0
20,24,0,1,0,0,0
60,76,0,0,0,0,0
111,112,0,1,1,1,1
36,102,0,0,1,0,0
35,109,0,1,1,1,1
79,116,1,0,0,0,0
52,116,0,0,0,0,0
70,83,0,0,1,1,0
17,123,0,0,0,0,0
106,107,1,1,0,0,0
27,124,0,0,0,0,0
90,110,1,0,0,1,0
70,76,0,0,0,0,0
13,29,0,1,0,1,0
97,106,0,0,0,0,0
19,109,0,0,0,0,0
64,106,0,0,0,0,0
44,70,0,0,0,0,0
67,122,0,0,0,0,0
15,40,0,0,0,0,0
76,83,0,0,0,0,0
62,97,0,0,0,0,0
2,41,0,0,0,0,0
6,87,0,0,0,0,0
76,79,0,0,0,0,0
53,91,0,0,0,0,0
27,98,0,0,0,0,0
63,125,0,0,0,0,0
57,124,0,0,1,0,0
3,117,0,1,0,0,0
15,125,0,0,0,0,0
44,91,1,1,1,1,0
14,93,0,0,0,1,0
31,36,0,0,0,0,0
34,104,0,0,0,0,0
37,116,0,0,0,0,0
55,76,0,0,0,0,0
13,14,0,0,1,1,1
61,88,0,0,0,0,0
41,73,0,0,0,0,0
21,109,0,0,0,0,0
83,100,0,0,0,0,0
36,49,0,0,0,0,0
5,15,0,0,0,0,0
61,64,0,0,0,0,0
33,70,0,0,0,0,0
24,64,0,0,0,0,0
67,110,0,0,0,0,0
40,53,0,0,0,0,0
20,124,0,0,1,0,1
15,121,0,0,0,0,0
70,94,1,1,1,1,1
5,79,0,0,0,0,0
59,110,0,0,0,0,0
44,107,0,0,0,0,0
109,124,0,0,0,0,0
8,57,0,0,0,0,0
44,121,0,0,1,0,0
13,88,0,0,0,0,0
33,125,1,1,1,0,0
62,118,0,0,0,0,0
12,78,0,0,0,0,0
56,125,0,0,0,0,0
65,74,1,1,1,1,1
52,53,0,0,0,1,0
52,70,1,1,1,0,1
87,88,0,0,0,1,0
44,82,0,0,0,0,0
80,118,0,0,0,0,0
45,111,0,0,0,0,0
37,78,0,1,0,0,0
57,67,0,0,0,0,1
64,81,0,0,0,0,0
27,82,0,0,0,0,0
20,31,0,0,0,0,0
32,67,0,0,0,0,0
79,99,1,1,1,0,1
12,118,0,0,0,0,0
13,35,0,0,0,0,0
45,46,0,0,0,0,0
78,100,0,0,0,0,0
25,117,0,0,0,0,0
29,117,0,0,0,0,0
61,101,0,0,1,0,0
70,82,0,0,0,0,0
73,112,0,0,0,0,0
46,98,0,0,0,0,0
12,98,0,0,0,0,0
35,44,0,0,0,0,0
8,118,0,0,0,0,0
68,98,0,0,0,0,0
37,63,0,0,0,0,0
4,80,0,0,0,0,0
33,64,0,0,1,0,0
74,77,0,0,0,0,0
73,106,0,0,0,0,0
15,103,1,1,1,1,1
4,83,0,0,0,0,0
35,90,0,0,0,0,0
81,87,0,0,0,0,0
85,123,0,0,0,0,0
31,112,0,0,0,0,0
59,96,0,0,0,0,0
2,33,0,0,0,0,0
68,79,0,0,0,0,0
51,80,1,1,1,1,1
19,94,0,1,0,0,0
74,96,0,0,0,0,0
31,61,0,0,0,0,0
36,53,0,0,0,0,1
2,53,0,0,0,0,0
45,70,0,0,0,0,0
24,76,0,0,0,0,0
73,98,0,0,0,0,0
15,97,0,0,0,0,0
5,101,0,0,0,0,0
5,83,0,0,0,0,0
69,91,0,0,0,0,0
103,109,0,0,0,0,0
62,64,0,1,1,1,1
36,67,0,0,0,0,0
76,96,0,0,1,0,0
7,20,0,1,1,0,1
82,118,0,0,0,0,0
67,104,0,0,0,0,0
32,96,0,0,0,0,0
3,97,0,0,0,0,0
118,121,0,0,0,0,0
27,29,0,0,0,0,0
26,33,0,0,0,0,0
74,100,0,0,1,1,0
27,118,0,0,0,0,0
77,121,1,0,0,0,0
26,78,0,0,0,0,0
110,122,0,1,0,0,0
12,84,1,0,1,0,1
96,103,0,0,0,0,0
33,52,1,0,0,0,0
5,91,0,0,0,0,0
91,102,0,0,0,0,0
33,117,1,0,0,0,0
14,33,0,0,0,0,0
64,100,0,0,0,0,0
3,61,0,0,0,0,0
70,110,0,0,0,0,0
20,117,0,0,0,0,0
73,88,0,0,0,0,0
49,94,0,0,0,0,0
56,101,0,0,0,0,0
65,120,1,1,0,1,1
67,94,0,0,0,0,0
100,106,0,0,0,0,0
33,82,0,0,0,0,0
29,57,0,0,0,0,0
32,100,0,0,1,0,0
65,81,0,0,0,0,0
57,100,0,0,0,0,0
79,123,1,1,1,1,1
102,109,0,0,0,0,0
21,83,0,0,0,0,0
104,118,1,0,0,0,0
49,121,0,0,0,0,0
17,53,0,0,0,0,0
80,85,0,0,0,0,0
7,46,0,0,0,0,0
19,121,0,0,0,0,0
7,78,0,1,0,1,0
6,31,0,0,0,0,0
68,97,0,0,0,0,0
35,88,0,0,0,0,0
52,117,0,0,0,0,0
17,120,0,0,0,0,0
83,116,0,0,0,0,0
90,111,0,0,0,0,0
77,79,0,0,0,0,0
34,93,0,0,0,0,0
56,77,0,0,0,0,0
34,36,0,0,1,0,0
70,77,0,0,0,0,0
8,76,0,0,0,0,0
97,107,1,0,1,0,0
44,73,0,0,0,0,0
53,70,0,0,1,0,0
15,41,0,0,0,0,0
76,82,1,0,1,1,1
62,96,0,0,0,0,0
53,90,0,0,0,0,0
27,99,0,0,0,0,0
17,84,0,0,0,0,0
63,124,0,1,1,1,1
15,24,0,0,0,0,0
21,40,0,0,1,0,0
91,121,0,0,0,0,0
57,125,0,0,0,0,0
3,116,0,0,0,0,0
27,74,0,0,0,0,0
44,90,1,1,1,0,1
14,90,0,0,0,0,0
36,73,1,1,1,1,1
62,70,0,0,0,0,0
26,94,0,0,0,0,0
27,61,0,0,0,0,0
34,103,0,0,0,0,0
51,94,1,1,0,1,0
19,118,0,0,0,0,0
41,70,0,0,0,0,0
45,96,0,0,0,0,0
83,103,0,0,0,0,0
15,112,0,0,0,0,0
106,111,1,1,1,1,0
59,125,0,0,0,0,0
63,96,0,1,0,0,0
25,42,0,0,0,0,0
57,112,0,0,0,0,0
53,100,0,0,0,0,0
24,65,0,0,0,0,0
67,78,0,0,0,0,0
112,118,0,0,0,0,0
67,111,0,0,0,0,0
40,52,0,0,0,0,0
20,125,1,0,1,1,1
32,45,0,0,0,0,0
44,100,0,0,0,0,0
26,104,1,0,0,0,0
56,124,0,0,0,0,0
4,36,0,0,0,0,0
2,78,0,0,0,0,0
3,13,0,0,0,0,0
26,107,0,0,0,0,0
57,64,0,0,0,0,0
40,112,0,1,1,1,1
27,81,0,0,0,0,0
32,66,1,1,1,1,0
52,85,0,0,0,0,0
79,98,0,0,0,0,0
94,124,1,0,1,1,1
19,59,0,0,0,0,0
8,46,0,0,0,0,0
19,49,0,0,0,0,0
46,120,0,0,0,0,0
26,124,0,0,0,0,0
88,94,0,0,0,0,0
61,100,0,0,0,0,0
70,81,0,0,0,0,0
66,110,0,0,0,0,0
76,123,0,0,0,0,0
12,99,0,0,0,0,0
35,45,0,0,0,0,0
65,118,0,0,1,0,0
3,74,0,0,0,0,0
20,64,1,1,1,1,1
73,107,1,1,1,0,1
15,100,1,1,0,0,1
4,82,0,0,0,0,0
29,42,0,0,0,0,0
35,97,0,0,0,0,0
124,125,0,0,0,1,0
36,81,0,0,0,0,0
27,122,0,0,0,0,0
14,41,0,0,1,0,0
31,111,0,0,0,0,0
59,91,0,0,0,0,0
78,125,1,0,0,0,0
